"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8044","TC001 - Verify login successfully","chromium","2026-07-23","passed","2026-07-23","","daily-attendance.spec.ts","",""
