"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7878","TC001 - Verify login successfully","chromium","2026-07-13","passed","2026-07-13","","daily-attendance.spec.ts","",""
