"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4915","TC001 - Verify login successfully","chromium","2026-09-15","failed","2026-09-15","","daily-attendance.spec.ts","",""
